Name	Type	SQL
Сводная_для_ИНЭИ	0	SELECT [Имена_станций].[NAME], [Имена_ОЭС].[abbr] AS oesname, [Имена_эк_районов].[name] AS ername, [Имена_областей].[NAME] AS oblname, [Имена_станций].[ordnumb], [Станции(Схема)].[YEAR], [Станции(Схема)].[NUST], [Станции(Схема)].[E], [Станции(Схема)].[EOTP], [Станции(Схема)].[EURT], [Станции(Схема)].[EUST], [Станции(Схема)].[Q], [Станции(Схема)].[TURT], [Станции(Схема)].[TUST], [Станции(Схема)].[B], [Станции(Схема)].[GAZ], [Доп_угли(Схема)].[gazpp], [Станции(Схема)].[MAZUT], [Станции(Схема)].[TO...
Сводная_тепло из СТ	0	SELECT Имена_ОЭС.nameoes, [Тепло из СТ].*, * | FROM Имена_ОЭС INNER JOIN ([Тепло из СТ] INNER JOIN Имена_станций ON [Тепло из СТ].ordnumb = Имена_станций.ordnumb) ON Имена_ОЭС.oes = Имена_станций.OES; | 
Сети_из_БД_в_Дефициты	48	UPDATE Дефициты INNER JOIN [Сети_сумма_по_РЭУ(табл)] ON ([Дефициты].[obl]=[Сети_сумма_по_РЭУ(табл)].[OBL]) AND ([Дефициты].[year]=[Сети_сумма_по_РЭУ(табл)].[YEAR]) SET Дефициты.E = [Сети_Сумма_по_РЭУ(табл)]![E]; | 
Сети_Перетоки	80	SELECT [Дефициты].[obl], [Сети_РЭУ].[oblk], [Сети_РЭУ].[id] INTO L1 | FROM Дефициты INNER JOIN (Сети_РЭУ INNER JOIN Дефициты AS Дефициты_1 ON [Сети_РЭУ].[oblk]=Дефициты_1.obl) ON [Дефициты].[obl]=[Сети_РЭУ].[obl] | WHERE ((([Дефициты].[D])<0) And ((Дефициты_1.D)>0) And (([Дефициты].[year])=2010)); | 
Сети_РЭУ	0	SELECT [Дефициты].[obl], IIf([obl1]=[obl],[obl2],[obl1]) AS oblk, [Сети].[id], IIf([obl1]=[obl],[p],[pinv]) AS pwork, IIf([obl1]=[obl],0,1) AS inv | FROM Дефициты, Сети | WHERE ((([Дефициты].[obl])=[введите РЭУ]) And (([Дефициты].[year])=2010) And (([Сети].[obl1])=[obl])) Or ((([Дефициты].[obl])=[введите РЭУ]) And (([Дефициты].[year])=2010) And (([Сети].[obl2])=[obl])); | 
Сети_Сумма_по_РЭУ	80	SELECT [Имена_областей].[РЭУ] AS РЭУ, [Имена_областей].[OBL], Sum([Станции(Схема)].[NUST]) AS NUST, Sum([Станции(Схема)].[E]) AS E, [Станции(Схема)].[YEAR], [Станции(Схема)].[OES] INTO [Сети_сумма_по_РЭУ(табл)] | FROM [Станции(Схема)] INNER JOIN Имена_областей ON [Станции(Схема)].[OBL]=[Имена_областей].[OBL] | WHERE ((([Станции(Схема)].[VED])>0) And (([Станции(Схема)].[YEAR])=[год]) And (([Станции(Схема)].[OES])=[ОЭС])) | GROUP BY [Имена_областей].[РЭУ], [Имена_областей].[OBL], [Станции(Схема)]....
Сибирские_угли	128	SELECT w.NAME AS NAME, YEAR,numb1120,oes,obl, kuzn AS data, 10 AS toplcode | FROM [Рабочий(станции)] AS w | WHERE (((kuzn)>0)) | union | SELECT d.NAME AS NAME, YEAR,numb1120,oes,obl,kuzngd  AS data, 10.3 AS toplcode | FROM [Рабочий(доп_угли)] AS d | WHERE (((d.kuzngd)>0)) | union | SELECT d.NAME AS NAME, YEAR,numb1120,oes,obl,kuznt  AS data, 10.1 AS toplcode | FROM [Рабочий(доп_угли)] AS d | WHERE (((d.kuznt)>0)) | union | SELECT d.NAME AS NAME, YEAR,numb1120,oes,obl,kuznss  AS data, 10.2 AS top...
Словарь_РЭУ	0	SELECT First(SLEES.OES) AS OES, SLEES.RES, First(SLEES.NAZV) AS Nazv | FROM SLEES | GROUP BY SLEES.RES | HAVING (((SLEES.RES)>0)); | 
Смена основоного топлива	0	SELECT s.NUMB1120, s.NAME, s.nameoes, s.oblname, s.[Belyaev] AS Belyaev_2025, s2.[Belyaev] AS Belyaev_2031 | FROM [Станции_для_сводной(Схема)] AS s INNER JOIN [Станции_для_сводной(Схема)] AS s2 ON (s.year + 6 = s2.year) AND (s.numb1120 = s2.numb1120) | WHERE s.Year = 2025 |  |     AND s.[Belyaev] <> s2.[Belyaev] | ORDER BY s.NUMB1120, s.Year; | 
Сост_станции(отсут_зап_в_доп_углях)	0	SELECT Составные_станции.NAME, Составные_станции.YEAR, Составные_станции.NUMB1120 | FROM Составные_станции LEFT JOIN [Рабочий(доп_угли)] ON (Составные_станции.YEAR = [Рабочий(доп_угли)].YEAR) AND (Составные_станции.NUMB1120 = [Рабочий(доп_угли)].NUMB1120) | WHERE ((([Рабочий(доп_угли)].NUMB1120) Is Null) AND ((z([kan])+z([bur])+z([irkut])+z([pech])+z([ural])+z([kuzn]))>0)); | 
Составн_станции(зап_отсут_в_доп_углях)_добавление	64	INSERT INTO Доп_угли_1135_новый ( NAME, [YEAR], NUMB1120, numb1 ) | SELECT [Сост_станции(отсут_зап_в_доп_углях)].NAME, [Сост_станции(отсут_зап_в_доп_углях)].YEAR, [Сост_станции(отсут_зап_в_доп_углях)].NUMB1120, [Рабочий(станции)].numb1 | FROM [Сост_станции(отсут_зап_в_доп_углях)] INNER JOIN [Рабочий(станции)] ON ([Сост_станции(отсут_зап_в_доп_углях)].NUMB1120 = [Рабочий(станции)].NUMB1120) AND ([Сост_станции(отсут_зап_в_доп_углях)].YEAR = [Рабочий(станции)].YEAR); | 
Составные_станции(удаление)	32	DELETE Составные_станции.*, Составные_станции.oes | FROM Составные_станции | WHERE (oes<100); | 
Списки_агрегатов_для_печати	0	SELECT Имена_станций.NAME AS stname, Списки_агрегатов.name, Списки_агрегатов.year, Списки_агрегатов.nt, Списки_агрегатов.ur, Списки_агрегатов.stnumb, Списки_агрегатов.stcode, Списки_агрегатов.grcode, Списки_агрегатов.[2002], Списки_агрегатов.[2003], Списки_агрегатов.[2004], Списки_агрегатов.[2005], Списки_агрегатов.[2006], Списки_агрегатов.[2007], Списки_агрегатов.[2008], Списки_агрегатов.[2009], Списки_агрегатов.[2010], Списки_агрегатов.[2011], Списки_агрегатов.[2012], Списки_агрегатов.[2013], ...
Списки_агрегатов_для_схемы	0	SELECT [имена_станций]![name] & "                           " & [addr] AS NAMEAddr, Списки_агрегатов.year, [stnumb]*10000+[year] AS nagr, Топливо_по_агрегатам.ОТЭТ, Списки_агрегатов.name, Списки_агрегатов.stnumb, Топливо_по_агрегатам.Nazv AS Nazv, IIf(InStr([NAZV],"уголь")>0 And InStr([nazv],",")=0,"уголь",[nazv]) AS topl, Списки_агрегатов.[2008], Списки_агрегатов.[2009], Списки_агрегатов.[2010], Списки_агрегатов.[2011], Списки_агрегатов.[2012], Списки_агрегатов.[2013], Списки_агрегатов.[2014], ...
Списки_агрегатов_для_схемы_ФО	0	SELECT [имена_станций]![name] & "                           " & [addr] AS NAMEAddr, Списки_агрегатов.year, [stnumb]*10000+[year] AS nagr, Топливо_по_агрегатам.ОТЭТ, Списки_агрегатов.name, Списки_агрегатов.stnumb, Топливо_по_агрегатам.Nazv AS Nazv, IIf(InStr([NAZV],"уголь")>0 And InStr([nazv],",")=0,"уголь",[nazv]) AS topl, Списки_агрегатов.[2008], Списки_агрегатов.[2009], Списки_агрегатов.[2010], Списки_агрегатов.[2011], Списки_агрегатов.[2012], Списки_агрегатов.[2013], Списки_агрегатов.[2014], ...
'Списки_агрегатов1' без подчиненных в 'Списки_агрегатов'	0	SELECT Списки_агрегатов1.name, Списки_агрегатов1.year, Списки_агрегатов1.stcode, Списки_агрегатов1.grcode | FROM Списки_агрегатов1 LEFT JOIN Списки_агрегатов ON Списки_агрегатов1.[grcode] = Списки_агрегатов.[grcode] | WHERE (((Списки_агрегатов.grcode) Is Null)); | 
списки_для_схемы_АЭС	0	SELECT IIf(Len([Имена_станций_не_ТЭС]![IMST])<=30,Len([Имена_станций_не_ТЭС]![IMST]),30) AS l, [Имена_станций_не_ТЭС]![IMST] & Space(31-[l]) & [Addr] AS NameAddr, Списки_не_ТЭС.NAZV AS name, Списки_не_ТЭС.NAGR AS stnumb, Списки_не_ТЭС.[2008], Списки_не_ТЭС.[2009], Списки_не_ТЭС.[2010], Списки_не_ТЭС.[2011], Списки_не_ТЭС.[2012], Списки_не_ТЭС.[2013], Списки_не_ТЭС.[2014], Списки_не_ТЭС.[2015], Списки_не_ТЭС.[2016], Списки_не_ТЭС.[2017], Списки_не_ТЭС.[2018], Списки_не_ТЭС.[2019], Списки_не_ТЭС.[...
списки_для_схемы_АЭС_ФО	0	SELECT IIf(Len([Имена_станций_не_ТЭС]![IMST])<=30,Len([Имена_станций_не_ТЭС]![IMST]),30) AS l, [Имена_станций_не_ТЭС]![IMST] & Space(31-[l]) & [Addr] AS NameAddr, Списки_не_ТЭС.NAZV AS name, Списки_не_ТЭС.NAGR AS stnumb, Списки_не_ТЭС.[2008], Списки_не_ТЭС.[2009], Списки_не_ТЭС.[2010], Списки_не_ТЭС.[2011], Списки_не_ТЭС.[2012], Списки_не_ТЭС.[2013], Списки_не_ТЭС.[2014], Списки_не_ТЭС.[2015], Списки_не_ТЭС.[2016], Списки_не_ТЭС.[2017], Списки_не_ТЭС.[2018], Списки_не_ТЭС.[2019], Списки_не_ТЭС.[...
списки_для_схемы_ВЭС	0	SELECT Словарь_РЭУ.OES, STAN.RES, Списки_не_ТЭС.NST, Словарь_РЭУ.Nazv, STAN.IMST, Списки_не_ТЭС.NAZV AS name, Списки_не_ТЭС.NAGR AS stnumb, Списки_не_ТЭС.[2008], Списки_не_ТЭС.[2009], Списки_не_ТЭС.[2010], Списки_не_ТЭС.[2011], Списки_не_ТЭС.[2012], Списки_не_ТЭС.[2013], Списки_не_ТЭС.[2014], Списки_не_ТЭС.[2015], Списки_не_ТЭС.[2016], Списки_не_ТЭС.[2017], Списки_не_ТЭС.[2018], Списки_не_ТЭС.[2019], Списки_не_ТЭС.[2020], Списки_не_ТЭС.[2025], Списки_не_ТЭС.[2030] | FROM (Списки_не_ТЭС INNER JOI...
списки_для_схемы_ГЭС	0	SELECT IIf(Len([Имена_станций_не_ТЭС]![IMST])<=30,Len([Имена_станций_не_ТЭС]![IMST]),30) AS l, [Имена_станций_не_ТЭС]![IMST] & Space(31-[l]) & [Addr] AS NameAddr, Списки_не_ТЭС.NAZV AS name, Списки_не_ТЭС.NAGR AS stnumb, Списки_не_ТЭС.[2008], Списки_не_ТЭС.[2009], Списки_не_ТЭС.[2010], Списки_не_ТЭС.[2011], Списки_не_ТЭС.[2012], Списки_не_ТЭС.[2013], Списки_не_ТЭС.[2014], Списки_не_ТЭС.[2015], Списки_не_ТЭС.[2016], Списки_не_ТЭС.[2017], Списки_не_ТЭС.[2018], Списки_не_ТЭС.[2019], Списки_не_ТЭС.[...
списки_для_схемы_ГЭС_ФО	0	SELECT IIf(Len([Имена_станций_не_ТЭС]![IMST])<=30,Len([Имена_станций_не_ТЭС]![IMST]),30) AS l, [Имена_станций_не_ТЭС]![IMST] & Space(31-[l]) & [Addr] AS NameAddr, Списки_не_ТЭС.NAZV AS name, Списки_не_ТЭС.NAGR AS stnumb, Списки_не_ТЭС.[2008], Списки_не_ТЭС.[2009], Списки_не_ТЭС.[2010], Списки_не_ТЭС.[2011], Списки_не_ТЭС.[2012], Списки_не_ТЭС.[2013], Списки_не_ТЭС.[2014], Списки_не_ТЭС.[2015], Списки_не_ТЭС.[2016], Списки_не_ТЭС.[2017], Списки_не_ТЭС.[2018], Списки_не_ТЭС.[2019], Списки_не_ТЭС.[...
Списки_по_округам	0	SELECT Имена_округов.name, Имена_станций.NAME | FROM (Ген_схема_500 INNER JOIN Имена_станций ON Ген_схема_500.stcode = Имена_станций.NUMB) INNER JOIN Имена_округов ON Имена_станций.FO = Имена_округов.code | ORDER BY Имена_станций.FO, Имена_станций.ordnumb; | 
Список_из_варианта	0	SELECT [Станции(Сибирь_Урал)].NAME, [Станции(Сибирь_Урал)].NUMB1120, Имена_станций.ordnumb, [Станции(Сибирь_Урал)].OBL, [Станции(Сибирь_Урал)].OES, [Станции(Сибирь_Урал)].VED, Имена_станций.MAIN, (select count(class!numb) from имена_станций as class where class!main=имена_станций!main and class!r=1) AS dg, IIf([dg]=1 And [r]=1,[main],[numb]) AS linko, IIf([code] Is Not Null,True,False) AS Qfix | FROM [Станции(Сибирь_Урал)] INNER JOIN (Имена_станций LEFT JOIN Фиксированное_тепло ON Имена_станций....
Список_станций	0	SELECT Имена_станций.NAME AS name1, Имена_станций.ordnumb AS numb1, Имена_станций.OBL, Имена_станций.OES, Имена_областей.NAME AS oblname, Имена_ОЭС.name AS oesname | FROM ((Имена_станций INNER JOIN Имена_областей ON Имена_станций.OBL = Имена_областей.OBL) INNER JOIN Имена_ОЭС ON Имена_станций.OES = Имена_ОЭС.oes) INNER JOIN Фильтр_станций ON Имена_станций.NUMB = Фильтр_станций.NUMB1120 | ORDER BY Имена_станций.ordnumb; | 
Список_станций(копия)	0	SELECT First(Имена_станций.NAME) AS name1, w.NUMB1120, Имена_станций.ordnumb AS numb1, First(Имена_областей.NAME) AS oblname, First(Имена_областей.OBL) AS obl, Имена_ОЭС.oes, First(Имена_ОЭС.name) AS oesname | FROM (((Станции1135_новый AS w LEFT JOIN Доп_угли_1135_новый AS d ON (w.NUMB1120 = d.NUMB1120) AND (w.YEAR = d.YEAR)) INNER JOIN Имена_станций ON w.NUMB1120 = Имена_станций.NUMB) INNER JOIN Имена_областей ON w.OBL = Имена_областей.OBL) INNER JOIN Имена_ОЭС ON w.OES = Имена_ОЭС.oes | WHERE ...
Сравнение данных Станции(Схема) и Станции 2010_Аня	0	SELECT Станции2010.NAME, [Станции(Схема)].NAME, [Станции(Схема)].YEAR, [Станции(Схема)]![E]-[Станции2010]![E] AS Выраб, [Станции(Схема)]![Q]-[Станции2010]![Q] AS Тепло, [Станции(Схема)]![B]-[Станции2010]![B] AS Топл, [Станции(Схема)]![gaz]-[Станции2010]![gaz] AS gaz | FROM [Станции(Схема)] INNER JOIN Станции2010 ON ([Станции(Схема)].YEAR = Станции2010.YEAR) AND ([Станции(Схема)].NUMB1120 = Станции2010.NUMB1120) | WHERE ((([Станции(Схема)].YEAR)=2010)); | 
